StockNo,VIN,Year,Make,Model,Trim,Condition,Mileage,InventorySince,AgeinDays,InternetPrice,MSRP,InvoicePrice,ExteriorColor,InteriorColor,Location,ShowroomTitle,Options,Type,Length,SleepingCapacity,FuelType,AirConditioners,Awnings,LevelingJacks,Serial.No,Status,LotName,Storename,LocationDescription
"27017","5SFPB3620KE397182","2019","HEARTLAND","PROWLER","32LX","NEW","0","25 JUN 18","30","20,995.00","36,263.00","21,402.65","","CABERNET","ABB","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397182","A","ACADIANA","ACADIANA",""
"27026","5SFPB3627KE397146","2019","HEARTLAND","PROWLER","32LX","NEW","0","14 JUN 18","41","20,995.00","35,988.00","21,346.77","","CABERNET","LFT","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397146","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27033","5SFPB3329KE397170","2019","HEARTLAND","PROWLER","28LX","NEW","0","21 JUN 18","34","24,995.00","32,163.00","21,394.13","","CABERNET","HMD","2019 HEARTLAND PROWLER 28LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","28","0","","0","YES","NO","KE397170","A","HAMMOND","HAMMOND",""
"27034","5SFPB2926KE396396","2019","HEARTLAND","PROWLER","25LX","NEW","0","14 JUN 18","41","14,995.00","24,571.00","14,793.13","","CABERNET","HMD","2019 HEARTLAND PROWLER 25LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^DOUBLE/DOUBLE REAR BUNK^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","25","0","","0","YES","NO","KE396396","A","HAMMOND","HAMMOND",""
"27035","5SFPB2923KE397196","2019","HEARTLAND","PROWLER","25LX","NEW","0","19 JUN 18","36","14,995.00","24,571.00","14,793.13","","CABERNET","HMD","2019 HEARTLAND PROWLER 25LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^DOUBLE/DOUBLE REAR BUNK^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","25","0","","0","YES","NO","KE397196","A","HAMMOND","HAMMOND",""
"27038A","1FDXE4FS2GDC31657","2016","JAYCO","GREYHAWK","29MV","USED","6098","21 JUL 18","4","73,995.00","73,995.00","61,000.00","","","HMD","2016 JAYCO GREYHAWK 29MV","","CLASS C MH","0","0","","0","NO","NO","1FDXE4FS2GDC31657","A","HAMMOND","HAMMOND",""
"27042","5SFPB3626KE397154","2019","HEARTLAND","PROWLER","32LX","NEW","0","14 JUN 18","41","20,995.00","36,123.00","21,125.51","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397154","A","HAMMOND","HAMMOND",""
"27045","5SFPB3621KE397157","2019","HEARTLAND","PROWLER","32LX","NEW","0","14 JUN 18","41","20,995.00","36,123.00","20,494.13","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397157","A","HAMMOND","HAMMOND",""
"27046","5SFPB3629KE397178","2019","HEARTLAND","PROWLER","32LX","NEW","0","14 JUN 18","41","20,995.00","36,123.00","21,138.62","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397178","A","HAMMOND","HAMMOND",""
"27047","5SFPB3620KE397179","2019","HEARTLAND","PROWLER","32LX","NEW","0","21 JUN 18","34","20,995.00","36,123.00","20,494.13","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397179","A","HAMMOND","HAMMOND",""
"27048","5SFPB3627KE397180","2019","HEARTLAND","PROWLER","32LX","NEW","0","14 JUN 18","41","20,995.00","36,123.00","20,494.13","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50AMP^^13.5 A/C IN BUNK ROOM^^STABILIZER JACKS 4^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LR AND BEDROOM^^15.0 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE397180","A","HAMMOND","HAMMOND",""
"27075","4UZACWFC7JCKM0495","2019","FLEETWOOD RV","PACE ARROW LXE","38K","NEW","1030","20 JUN 18","35","0.00","281,349.00","176,875.38","ARMOUR","GRANITE/NOTT CHRY","ABB","2019 FLEETWOOD RV PACE ARROW L","KING STATIONARY SATELLITE SYST^^ROOF VENT RAIN COVERS^^DIXIE","CLASS A MH","38","0","","0","NO","NO","756KK4430698","A","ACADIANA","ACADIANA",""
"27076","4UZACWFCXJCKH4345","2019","FLEETWOOD RV","PACE ARROW LXE","38N","NEW","1037","20 JUN 18","35","0.00","291,356.00","183,073.38","AZTEC","GRANITE/AUTUMN WHEAT","ABB","2019 FLEETWOOD RV PACE ARROW L","KING STATIONARY SATELLITE SYST^^ROOF VENT RAIN COVERS^^L SHAPED DINETTE^^DIXIE","CLASS A MH","38","0","","0","NO","NO","756NK4430478","A","ACADIANA","ACADIANA",""
"27077","4UZACGFC5JCKK9095","2019","FLEETWOOD RV","DISCOVERY","38K","NEW","650","26 JUN 18","29","0.00","310,602.00","196,028.00","SADDLE","TIMES SQUARE/WUTUMN WHT CLS","CLE","2019 FLEETWOOD RV DISCOVERY 38","EXT ENTERTAINMENT CTR^^KING STATIONARY SATELLITE SYST^^ROOF VENT RAIN COVERS^^DIXIE","CLASS A MH","38","0","","0","NO","NO","734KK4430489","A","CALERA","CALERA",""
"27078","4UZACWFC5JCKK1749","2019","FLEETWOOD RV","PACE ARROW LXE","38N","NEW","641","19 JUN 18","36","0.00","291,356.00","183,017.25","ARMOUR","GRANITE CLIFF/AUTUMN WHEAT","CLE","2019 FLEETWOOD RV PACE ARROW L","KING STATIONARY SATELLITE SYST^^ROOF VENT RAIN COVERS^^L SHAPED DINETTE^^DIXIE","CLASS A MH","38","0","","0","NO","NO","756NK4430419","A","CALERA","CALERA",""
"27080","4UZACWFC2JCKK9100","2019","FLEETWOOD RV","PACE ARROW LXE","38N","NEW","943","25 JUN 18","30","0.00","290,449.00","183,848.33","ECLIPSE","SPICED JAVA/NOTT CHRY","HMD","2019 FLEETWOOD RV PACE ARROW L","KING STATIONARY SATELLITE SYST^^ROOF VENT RAIN COVERS^^DIXIE","CLASS A MH","38","0","","0","NO","NO","756NK4430490","A","HAMMOND","HAMMOND",""
"27081","4UZACGFC5JCKH4341","2019","FLEETWOOD RV","DISCOVERY","38K","NEW","950","21 JUN 18","34","0.00","315,097.00","199,096.42","INFINITY","CELESTIAL REFLECTION/ NCLG","HMD","2019 FLEETWOOD RV DISCOVERY 38","EXT ENTERTAINMENT CTR^^KING STATIONARY SATELLITE SYST^^DROP DOWN QUEEN BED^^ROOF VENT RAIN COVERS^^DIXIE","CLASS A MH","38","0","","0","NO","NO","734KK4430420","A","HAMMOND","HAMMOND",""
"27082","5SFSB3129KE397814","2019","HEARTLAND","SUNDANCE","273RL","NEW","0","21 JUN 18","34","0.00","38,904.00","24,290.13","","ADLER","HMD","2019 HEARTLAND SUNDANCE 273RL","ULTRALITE EXTERIOR PACKAGE^^CAMPING IN COMFORT PACKAGE^^POWER TONGUE JACK^^15000 A/C^^50 AMP SERVICE^^2ND A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","NO","NO","KE397814","A","HAMMOND","HAMMOND",""
"27083A","1F66F5DY5D0A12451","2014","FLEETWOOD","BOUNDER","35K","USED","0","29 JUN 18","26","89,995.00","89,995.00","67,961.47","","","HMD","2014 FLEETWOOD BOUNDER 35K","","CLASS A MH","0","0","","0","NO","NO","1F66F5DY5D0A12451","A","HAMMOND","HAMMOND",""
"27086P","WDAPF4CD9HP411079","2018","AIRSTREAM","INTERSTATE","EXT LOUNGE","USED","4903","11 JUN 18","44","136,915.00","164,250.00","123,959.14","","","CLE","2018 AIRSTREAM INTERSTATE EXT","","CLASS B MH","0","0","","0","NO","NO","WDAPF4CD9HP411079","A","CALERA","CALERA",""
"27100","1FDXE4FS6JDC29062","2019","JAYCO","GREYHAWK","29MVP","NEW","1061","17 JUL 18","8","0.00","142,684.00","82,122.25","CELESTIAL BLUE","UMBER","HMD","2019 JAYCO GREYHAWK 29MVP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^PAINT PACKAGE CELESTIAL BLUE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","9K1BV0087","A","HAMMOND","HAMMOND",""
"27101","1FDXE4FS8JDC30584","2019","JAYCO","GREYHAWK","29MVP","NEW","0","18 JUN 18","37","0.00","133,099.00","76,640.40","","BRINDLE","HMD","2019 JAYCO GREYHAWK 29MVP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","8K1BV0095","A","HAMMOND","HAMMOND",""
"27103","1FDXE4FS4JDC31859","2019","JAYCO","GREYHAWK","30Z","NEW","984","25 JUL 18","0","0.00","127,256.00","72,185.00","","CHIFFON","HMD","2019 JAYCO GREYHAWK 30Z","CUSTOMER VALUE PACKAGE^^SOFA, THEATER SEATING^^A/C 11,00 BTU^^DIXIE","CLASS C MH","0","0","","0","NO","NO","2K1MZ0131","A","HAMMOND","HAMMOND",""
"27104","1FDXE4FS5JDC26590","2019","JAYCO","GREYHAWK","29MV","NEW","0","18 JUN 18","37","0.00","124,781.00","71,687.25","","REGAL","HMD","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","1K1MV0140","A","HAMMOND","HAMMOND",""
"27106","1FDXE4FS5JDC29005","2019","JAYCO","GREYHAWK","26Y","NEW","986","18 JUN 18","37","0.00","120,888.00","69,518.82","","CHIFFON","HMD","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","3K1MY0093","A","HAMMOND","HAMMOND",""
"27107","1FDXE4FS7JDC30530","2019","JAYCO","REDHAWK","29XK","NEW","993","26 JUN 18","29","72,999.00","102,550.00","57,367.25","","NANTUCKET","HMD","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","0K1XK0166","A","HAMMOND","HAMMOND",""
"27108","1FDXE4FS4JDC30548","2019","JAYCO","REDHAWK","29XK","NEW","980","02 JUL 18","23","72,999.00","102,550.00","57,367.25","","NANTUCKET","HMD","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","2K1XK0167","A","HAMMOND","HAMMOND",""
"27111","1FDXE4FSXJDC28965","2019","JAYCO","REDHAWK","26XD","NEW","984","19 JUN 18","36","72,999.00","105,056.00","59,998.60","","NANTUCKET","HMD","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^JACKS, HYDRAULIC AUTO LEVELING^^DIXIE","CLASS C MH","26","0","","0","NO","YES","7K1XD0141","A","HAMMOND","HAMMOND",""
"27112","1F66F5DY0J0A16452","2019","JAYCO","PRECEPT","36U","NEW","1163","24 JUL 18","1","0.00","189,551.00","120,965.00","NOCTURNAL","CHATEAU","HMD","2019 JAYCO PRECEPT 36U","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^COOKTOP WITH OVEN^^WASHER/DRYER^^DIXIE","CLASS A MH","0","0","","0","NO","NO","8K1DU0060","A","HAMMOND","HAMMOND",""
"27113","1FDXE4FS9JDC31842","2019","JAYCO","REDHAWK","25R","NEW","988","26 JUN 18","29","0.00","101,538.00","58,442.25","","NANTUCKET","HMD","2019 JAYCO REDHAWK 25R","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","25","0","","0","NO","NO","4K1XR0107","A","HAMMOND","HAMMOND",""
"27115","1FDXE4FS4JDC29013","2019","JAYCO","REDHAWK","29XK","NEW","984","25 JUN 18","30","0.00","102,550.00","57,367.25","","NANTUCKET","HMD","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","3K1XK0162","A","HAMMOND","HAMMOND",""
"27116","1FDXE4FS6JDC26565","2019","JAYCO","REDHAWK","29XK","NEW","989","26 JUN 18","29","0.00","102,550.00","57,367.25","","NANTUCKET","HMD","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","1K1XK0161","A","HAMMOND","HAMMOND",""
"27118","1FDXE4FSXJDC30568","2019","JAYCO","REDHAWK","29XK","NEW","981","09 JUL 18","16","0.00","102,550.00","57,367.25","","NANTUCKET","HMD","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","4K1XK0168","A","HAMMOND","HAMMOND",""
"27121","1FDXE4FS9JDC26575","2019","JAYCO","GREYHAWK","29MV","NEW","1023","19 JUN 18","36","96,999.00","138,117.00","81,638.19","CAMEO","REGAL","LFT","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^PAINT, PACKAGE CAMEO^^DIXIE","CLASS C MH","29","0","","0","NO","NO","5K1MV0139","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27122","1FDXE4FS6JDC29028","2019","JAYCO","REDHAWK","22J","NEW","893","18 JUN 18","37","68,499.00","96,288.00","55,069.81","","NANTUCKET","LFT","2019 JAYCO REDHAWK 22J","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","22","0","","0","NO","NO","7K1XJ0086","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27123","1FDXE4FS2JDC26742","2019","JAYCO","GREYHAWK","29MVP","NEW","972","19 JUN 18","36","99,999.00","142,684.00","83,041.67","CELESTIAL BLUE","UMBER","LFT","2019 JAYCO GREYHAWK 29MVP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^PAINT PACKAGE CELESTIAL BLUE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","3K1BV0084","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27124","1FDXE4FS5JDC30591","2019","JAYCO","GREYHAWK","30Z","NEW","898","26 JUN 18","29","89,999.00","127,256.00","72,185.00","","CHIFFON","LFT","2019 JAYCO GREYHAWK 30Z","CUSTOMER VALUE PACKAGE^^SOFA, THEATER SEATING^^A/C 11,00 BTU^^DIXIE","CLASS C MH","30","0","","0","NO","NO","2K1MZ0081","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27125","1FDXE4FS9JDC30660","2019","JAYCO","REDHAWK","25R","NEW","900","02 JUL 18","23","71,999.00","101,538.00","59,185.50","","NANTUCKET","LFT","2019 JAYCO REDHAWK 25R","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","25","0","","0","NO","NO","2K1XR0106","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27127","1FDXE4FS2JDC28961","2019","JAYCO","REDHAWK","26XD","NEW","914","18 JUN 18","37","72,999.00","101,163.00","58,336.96","","NANTUCKET","LFT","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","5K1XD0140","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27128","1FDXE4FS4JDC28959","2019","JAYCO","REDHAWK","26XD","NEW","894.4","18 JUN 18","37","72,999.00","101,163.00","58,122.67","","NANTUCKET","LFT","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","9K1XD0139","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27129","1FDXE4FS4JDC30596","2019","JAYCO","GREYHAWK","31FS","NEW","960","19 JUN 18","36","89,999.00","127,406.00","74,210.09","","CHIFFON","LFT","2019 JAYCO GREYHAWK 31FS","CUSTOMER VALUE PACKAGE^^TV, IN BUNKS^^A/C 11,00 BTU^^DIXIE","CLASS C MH","31","0","","0","NO","NO","2K1ML0124","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27130","1FDXE4FS3JDC28967","2019","JAYCO","GREYHAWK","30X","NEW","909","19 JUN 18","36","89,999.00","126,574.00","73,787.24","","CHIFFON","LFT","2019 JAYCO GREYHAWK 30X","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","30","0","","0","NO","NO","6K1MX0108","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27132A","2B6KB31Y72K135751","2002","ROADTREK","POPULAR","190","USED","83555","24 JUL 18","1","27,995.00","34,585.00","10,000.00","","","LFT","2002 ROADTREK POPULAR 190","","CLASS B MH","0","0","","0","NO","NO","","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27133","1FDXE4FS1JDC30569","2019","JAYCO","REDHAWK","29XK","NEW","1096","28 JUN 18","27","72,999.00","102,550.00","58,406.62","","NANTUCKET","LFT","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","6K1XK0169","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27134","1FDXE4FS9JDC30576","2019","JAYCO","REDHAWK","29XK","NEW","890","02 JUL 18","23","72,999.00","102,550.00","58,362.85","","NANTUCKET","LFT","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","2K1XK0170","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27135","1FDXE4FS0JDC30613","2019","JAYCO","REDHAWK","29XK","NEW","932.9","25 JUN 18","30","72,999.00","102,550.00","58,420.74","","NANTUCKET","LFT","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","4K1XK0171","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27136","1FDXE4FS1JDC30622","2019","JAYCO","REDHAWK","29XK","NEW","889","27 JUN 18","28","72,999.00","102,550.00","58,454.44","","NANTUCKET","LFT","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","6K1XK0172","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27137","1FDXE4FS2JDC34307","2019","JAYCO","GREYHAWK","30Z","NEW","905","09 JUL 18","16","89,999.00","127,256.00","72,185.00","","CHIFFON","LFT","2019 JAYCO GREYHAWK 30Z","CUSTOMER VALUE PACKAGE^^SOFA, THEATER SEATING^^A/C 11,00 BTU^^DIXIE","CLASS C MH","30","0","","0","NO","NO","4K1MZ0129","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27138","1FDXE4FS2JDC31875","2019","JAYCO","GREYHAWK","26Y","NEW","904","09 JUL 18","16","86,499.00","120,888.00","69,378.83","","CHIFFON","LFT","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","1K1MY0111","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27142","1F66F5DYXJ0A16698","2019","JAYCO","PRECEPT","36U","NEW","1093","09 JUL 18","16","0.00","189,551.00","121,193.38","SHORELINE","CHATEAU","ABB","2019 JAYCO PRECEPT 36U","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^COOKTOP WITH OVEN^^WASHER/DRYER^^DIXIE","CLASS A MH","36","0","","0","NO","NO","1K1DU0062","A","ACADIANA","ACADIANA",""
"27144","1FDXE4FS1JDC29065","2019","JAYCO","GREYHAWK","30X","NEW","1162","23 JUL 18","2","0.00","137,067.00","79,725.00","","REGAL","ABB","2019 JAYCO GREYHAWK 30X","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^PAINT PACKAGE, GALACTIC^^DIXIE","CLASS C MH","30","0","","0","NO","NO","7K1MX0117","A","ACADIANA","ACADIANA",""
"27145","1FDXE4FS9JDC29041","2019","JAYCO","GREYHAWK","26Y","NEW","1063","18 JUN 18","37","86,499.00","120,888.00","69,691.13","","REGAL","ABB","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","4K1MY0099","A","ACADIANA","ACADIANA",""
"27147","1FDXE4FS7JDC28924","2019","JAYCO","REDHAWK","22J","NEW","1167","18 JUN 18","37","68,499.00","96,288.00","54,983.33","","NANTUCKET","ABB","2019 JAYCO REDHAWK 22J","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","22","0","","0","NO","NO","XK1XJ0096","A","ACADIANA","ACADIANA",""
"27149","1FDXE4FS0JDC30658","2019","JAYCO","REDHAWK","29XK","NEW","1072","25 JUN 18","30","72,999.00","102,550.00","58,433.01","","NANTUCKET","ABB","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","XK1XK0174","A","ACADIANA","ACADIANA",""
"27150","1FDXE4FS6JDC29014","2019","JAYCO","REDHAWK","29XK","NEW","1079","17 JUL 18","8","0.00","102,550.00","58,372.45","","NANTUCKET","ABB","2019 JAYCO REDHAWK 29XK","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","29","0","","0","NO","NO","1K1XK0175","A","ACADIANA","ACADIANA",""
"27151","1FDXE4FS4JDC29027","2019","JAYCO","REDHAWK","22J","NEW","1060","25 JUN 18","30","68,499.00","96,288.00","54,908.55","","NANTUCKET","ABB","2019 JAYCO REDHAWK 22J","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","22","0","","0","NO","NO","5K1XJ0085","A","ACADIANA","ACADIANA",""
"27152","1FDXE4FS9JDC31873","2019","JAYCO","GREYHAWK","30Z","NEW","0","19 JUL 18","6","89,999.00","127,256.00","73,403.01","","CHIFFON","ABB","2019 JAYCO GREYHAWK 30Z","CUSTOMER VALUE PACKAGE^^SOFA, THEATER SEATING^^A/C 11,00 BTU^^DIXIE","CLASS C MH","30","0","","0","NO","NO","0K1MZ0127","A","ACADIANA","ACADIANA",""
"27153","1FDXE4FS5JDC31837","2019","JAYCO","GREYHAWK","30Z","NEW","1060","19 JUL 18","6","89,999.00","127,256.00","73,403.01","","CHIFFON","ABB","2019 JAYCO GREYHAWK 30Z","CUSTOMER VALUE PACKAGE^^SOFA, THEATER SEATING^^A/C 11,00 BTU^^DIXIE","CLASS C MH","0","0","","0","NO","NO","0K1MZ0130","A","ACADIANA","ACADIANA",""
"27155","WDAPF4CC3J9758134","2019","TIFFIN","WAYFARER","24FW","NEW","118","29 JUN 18","26","0.00","140,664.25","105,377.25","CORDOVA","TRUFFLE","CLE","2019 TIFFIN WAYFARER 24FW","MERCEDES 188HP^^WHEEL LINERS^^3.2 DIESEL GENERATOR^^POWER REAR STABILIZERS^^15,000 A/C W/ HEAT PUMP^^CORDOVA FULL BODY PAINT^^TRUFFLE INTERIOR^^RUSSET CABINETS^^STRADA ENAMEL LEATHERETTE^^EXTERIOR LCD TV^^BEDROOM TV^^IN DASH NAVIGATIONAL SYSTEM^^SIDE VIEW CAMERAS^^CENTRAL VACUUM SYSTEM^^THREATRE SEATING DS^^OVERHEAD ENTERTAINMENT^^COOK TOP W/ CONV MWAVE^^2 DOOR REFER^^AUTOMOTIVE WINDSHIELD SHADE^^SOLAR PREWIRE^^MERCEDES CHASSIS^^HOUSE REDIO/DVD/BLUETOOTH^^PREP FOR SATELITTE^^GIRARD TANKLESS WATER HEATER^^1000 WATT INVERTER","CLASS C MH","24","0","","0","NO","NO","24FW0113388190111","A","CALERA","CALERA",""
